date,hits,keyword,geo,gprop,category
2017-04-01,27,Hyperledger,world,web,0
2017-05-01,35,Hyperledger,world,web,0
2017-06-01,38,Hyperledger,world,web,0
2017-07-01,42,Hyperledger,world,web,0
2017-08-01,43,Hyperledger,world,web,0
2017-09-01,47,Hyperledger,world,web,0
2017-10-01,58,Hyperledger,world,web,0
2017-11-01,66,Hyperledger,world,web,0
2017-12-01,65,Hyperledger,world,web,0
2018-01-01,83,Hyperledger,world,web,0
2018-02-01,86,Hyperledger,world,web,0
2018-03-01,98,Hyperledger,world,web,0
2018-04-01,98,Hyperledger,world,web,0
2018-05-01,97,Hyperledger,world,web,0
2018-06-01,100,Hyperledger,world,web,0
2018-07-01,93,Hyperledger,world,web,0
2018-08-01,89,Hyperledger,world,web,0
2018-09-01,87,Hyperledger,world,web,0
2018-10-01,91,Hyperledger,world,web,0
2018-11-01,81,Hyperledger,world,web,0
2004-01-01,100,Tunneling protocol,world,web,0
2004-02-01,76,Tunneling protocol,world,web,0
2004-03-01,94,Tunneling protocol,world,web,0
2004-04-01,37,Tunneling protocol,world,web,0
2004-05-01,57,Tunneling protocol,world,web,0
2004-06-01,70,Tunneling protocol,world,web,0
2004-07-01,60,Tunneling protocol,world,web,0
2004-08-01,55,Tunneling protocol,world,web,0
2004-09-01,45,Tunneling protocol,world,web,0
2004-10-01,52,Tunneling protocol,world,web,0
2004-11-01,52,Tunneling protocol,world,web,0
2004-12-01,32,Tunneling protocol,world,web,0
2005-01-01,47,Tunneling protocol,world,web,0
2005-02-01,20,Tunneling protocol,world,web,0
2005-03-01,54,Tunneling protocol,world,web,0
2005-04-01,33,Tunneling protocol,world,web,0
2005-05-01,20,Tunneling protocol,world,web,0
2005-06-01,49,Tunneling protocol,world,web,0
2005-07-01,21,Tunneling protocol,world,web,0
2005-08-01,32,Tunneling protocol,world,web,0
2005-09-01,26,Tunneling protocol,world,web,0
2005-10-01,41,Tunneling protocol,world,web,0
2005-11-01,38,Tunneling protocol,world,web,0
2005-12-01,13,Tunneling protocol,world,web,0
2006-01-01,18,Tunneling protocol,world,web,0
2006-02-01,30,Tunneling protocol,world,web,0
2006-03-01,26,Tunneling protocol,world,web,0
2006-04-01,39,Tunneling protocol,world,web,0
2006-05-01,36,Tunneling protocol,world,web,0
2006-06-01,16,Tunneling protocol,world,web,0
2006-07-01,27,Tunneling protocol,world,web,0
2006-08-01,40,Tunneling protocol,world,web,0
2006-09-01,29,Tunneling protocol,world,web,0
2006-10-01,13,Tunneling protocol,world,web,0
2006-11-01,19,Tunneling protocol,world,web,0
2006-12-01,15,Tunneling protocol,world,web,0
2007-01-01,12,Tunneling protocol,world,web,0
2007-02-01,16,Tunneling protocol,world,web,0
2007-03-01,18,Tunneling protocol,world,web,0
2007-04-01,29,Tunneling protocol,world,web,0
2007-05-01,32,Tunneling protocol,world,web,0
2007-06-01,16,Tunneling protocol,world,web,0
2007-07-01,16,Tunneling protocol,world,web,0
2007-08-01,15,Tunneling protocol,world,web,0
2007-09-01,10,Tunneling protocol,world,web,0
2007-10-01,21,Tunneling protocol,world,web,0
2007-11-01,17,Tunneling protocol,world,web,0
2007-12-01,21,Tunneling protocol,world,web,0
2008-01-01,12,Tunneling protocol,world,web,0
2008-02-01,13,Tunneling protocol,world,web,0
2008-03-01,26,Tunneling protocol,world,web,0
2008-04-01,24,Tunneling protocol,world,web,0
2008-05-01,17,Tunneling protocol,world,web,0
2008-06-01,24,Tunneling protocol,world,web,0
2008-07-01,8,Tunneling protocol,world,web,0
2008-08-01,26,Tunneling protocol,world,web,0
2008-09-01,24,Tunneling protocol,world,web,0
2008-10-01,27,Tunneling protocol,world,web,0
2008-11-01,14,Tunneling protocol,world,web,0
2008-12-01,18,Tunneling protocol,world,web,0
2009-01-01,23,Tunneling protocol,world,web,0
2009-02-01,13,Tunneling protocol,world,web,0
2009-03-01,13,Tunneling protocol,world,web,0
2009-04-01,20,Tunneling protocol,world,web,0
2009-05-01,24,Tunneling protocol,world,web,0
2009-06-01,13,Tunneling protocol,world,web,0
2009-07-01,21,Tunneling protocol,world,web,0
2009-08-01,23,Tunneling protocol,world,web,0
2009-09-01,16,Tunneling protocol,world,web,0
2009-10-01,19,Tunneling protocol,world,web,0
2009-11-01,24,Tunneling protocol,world,web,0
2009-12-01,21,Tunneling protocol,world,web,0
2010-01-01,14,Tunneling protocol,world,web,0
2010-02-01,22,Tunneling protocol,world,web,0
2010-03-01,18,Tunneling protocol,world,web,0
2010-04-01,28,Tunneling protocol,world,web,0
2010-05-01,15,Tunneling protocol,world,web,0
2010-06-01,22,Tunneling protocol,world,web,0
2010-07-01,21,Tunneling protocol,world,web,0
2010-08-01,15,Tunneling protocol,world,web,0
2010-09-01,24,Tunneling protocol,world,web,0
2010-10-01,18,Tunneling protocol,world,web,0
2010-11-01,23,Tunneling protocol,world,web,0
2010-12-01,19,Tunneling protocol,world,web,0
2011-01-01,16,Tunneling protocol,world,web,0
2011-02-01,21,Tunneling protocol,world,web,0
2011-03-01,20,Tunneling protocol,world,web,0
2011-04-01,17,Tunneling protocol,world,web,0
2011-05-01,17,Tunneling protocol,world,web,0
2011-06-01,19,Tunneling protocol,world,web,0
2011-07-01,18,Tunneling protocol,world,web,0
2011-08-01,16,Tunneling protocol,world,web,0
2011-09-01,15,Tunneling protocol,world,web,0
2011-10-01,16,Tunneling protocol,world,web,0
2011-11-01,15,Tunneling protocol,world,web,0
2011-12-01,13,Tunneling protocol,world,web,0
2012-01-01,7,Tunneling protocol,world,web,0
2012-02-01,11,Tunneling protocol,world,web,0
2012-03-01,17,Tunneling protocol,world,web,0
2012-04-01,17,Tunneling protocol,world,web,0
2012-05-01,16,Tunneling protocol,world,web,0
2012-06-01,16,Tunneling protocol,world,web,0
2012-07-01,16,Tunneling protocol,world,web,0
2012-08-01,13,Tunneling protocol,world,web,0
2012-09-01,16,Tunneling protocol,world,web,0
2012-10-01,12,Tunneling protocol,world,web,0
2012-11-01,12,Tunneling protocol,world,web,0
2012-12-01,12,Tunneling protocol,world,web,0
2013-01-01,11,Tunneling protocol,world,web,0
2013-02-01,11,Tunneling protocol,world,web,0
2013-03-01,14,Tunneling protocol,world,web,0
2013-04-01,12,Tunneling protocol,world,web,0
2013-05-01,13,Tunneling protocol,world,web,0
2013-06-01,18,Tunneling protocol,world,web,0
2013-07-01,13,Tunneling protocol,world,web,0
2013-08-01,13,Tunneling protocol,world,web,0
2013-09-01,14,Tunneling protocol,world,web,0
2013-10-01,12,Tunneling protocol,world,web,0
2013-11-01,14,Tunneling protocol,world,web,0
2013-12-01,9,Tunneling protocol,world,web,0
2014-01-01,9,Tunneling protocol,world,web,0
2014-02-01,15,Tunneling protocol,world,web,0
2014-03-01,14,Tunneling protocol,world,web,0
2014-04-01,13,Tunneling protocol,world,web,0
2014-05-01,10,Tunneling protocol,world,web,0
2014-06-01,11,Tunneling protocol,world,web,0
2014-07-01,10,Tunneling protocol,world,web,0
2014-08-01,9,Tunneling protocol,world,web,0
2014-09-01,10,Tunneling protocol,world,web,0
2014-10-01,14,Tunneling protocol,world,web,0
2014-11-01,13,Tunneling protocol,world,web,0
2014-12-01,12,Tunneling protocol,world,web,0
2015-01-01,8,Tunneling protocol,world,web,0
2015-02-01,11,Tunneling protocol,world,web,0
2015-03-01,11,Tunneling protocol,world,web,0
2015-04-01,11,Tunneling protocol,world,web,0
2015-05-01,10,Tunneling protocol,world,web,0
2015-06-01,8,Tunneling protocol,world,web,0
2015-07-01,9,Tunneling protocol,world,web,0
2015-08-01,10,Tunneling protocol,world,web,0
2015-09-01,10,Tunneling protocol,world,web,0
2015-10-01,8,Tunneling protocol,world,web,0
2015-11-01,9,Tunneling protocol,world,web,0
2015-12-01,8,Tunneling protocol,world,web,0
2016-01-01,7,Tunneling protocol,world,web,0
2016-02-01,9,Tunneling protocol,world,web,0
2016-03-01,7,Tunneling protocol,world,web,0
2016-04-01,8,Tunneling protocol,world,web,0
2016-05-01,7,Tunneling protocol,world,web,0
2016-06-01,9,Tunneling protocol,world,web,0
2016-07-01,7,Tunneling protocol,world,web,0
2016-08-01,6,Tunneling protocol,world,web,0
2016-09-01,8,Tunneling protocol,world,web,0
2016-10-01,11,Tunneling protocol,world,web,0
2016-11-01,7,Tunneling protocol,world,web,0
2016-12-01,6,Tunneling protocol,world,web,0
2017-01-01,7,Tunneling protocol,world,web,0
2017-02-01,9,Tunneling protocol,world,web,0
2017-03-01,9,Tunneling protocol,world,web,0
2017-04-01,9,Tunneling protocol,world,web,0
2017-05-01,10,Tunneling protocol,world,web,0
2017-06-01,7,Tunneling protocol,world,web,0
2017-07-01,7,Tunneling protocol,world,web,0
2017-08-01,7,Tunneling protocol,world,web,0
2017-09-01,7,Tunneling protocol,world,web,0
2017-10-01,4,Tunneling protocol,world,web,0
2017-11-01,9,Tunneling protocol,world,web,0
2017-12-01,7,Tunneling protocol,world,web,0
2018-01-01,8,Tunneling protocol,world,web,0
2018-02-01,8,Tunneling protocol,world,web,0
2018-03-01,9,Tunneling protocol,world,web,0
2018-04-01,9,Tunneling protocol,world,web,0
2018-05-01,7,Tunneling protocol,world,web,0
2018-06-01,8,Tunneling protocol,world,web,0
2018-07-01,7,Tunneling protocol,world,web,0
2018-08-01,7,Tunneling protocol,world,web,0
2018-09-01,10,Tunneling protocol,world,web,0
2018-10-01,10,Tunneling protocol,world,web,0
2018-11-01,7,Tunneling protocol,world,web,0
2004-01-01,59,Transport layer,world,web,0
2004-02-01,87,Transport layer,world,web,0
2004-03-01,76,Transport layer,world,web,0
2004-04-01,86,Transport layer,world,web,0
2004-05-01,100,Transport layer,world,web,0
2004-06-01,93,Transport layer,world,web,0
2004-07-01,66,Transport layer,world,web,0
2004-08-01,95,Transport layer,world,web,0
2004-09-01,99,Transport layer,world,web,0
2004-10-01,79,Transport layer,world,web,0
2004-11-01,78,Transport layer,world,web,0
2004-12-01,63,Transport layer,world,web,0
2005-01-01,69,Transport layer,world,web,0
2005-02-01,88,Transport layer,world,web,0
2005-03-01,62,Transport layer,world,web,0
2005-04-01,74,Transport layer,world,web,0
2005-05-01,72,Transport layer,world,web,0
2005-06-01,41,Transport layer,world,web,0
2005-07-01,49,Transport layer,world,web,0
2005-08-01,88,Transport layer,world,web,0
2005-09-01,69,Transport layer,world,web,0
2005-10-01,78,Transport layer,world,web,0
2005-11-01,82,Transport layer,world,web,0
2005-12-01,48,Transport layer,world,web,0
2006-01-01,57,Transport layer,world,web,0
2006-02-01,58,Transport layer,world,web,0
2006-03-01,58,Transport layer,world,web,0
2006-04-01,69,Transport layer,world,web,0
2006-05-01,55,Transport layer,world,web,0
2006-06-01,48,Transport layer,world,web,0
2006-07-01,34,Transport layer,world,web,0
2006-08-01,48,Transport layer,world,web,0
2006-09-01,52,Transport layer,world,web,0
2006-10-01,50,Transport layer,world,web,0
2006-11-01,42,Transport layer,world,web,0
2006-12-01,38,Transport layer,world,web,0
2007-01-01,41,Transport layer,world,web,0
2007-02-01,36,Transport layer,world,web,0
2007-03-01,47,Transport layer,world,web,0
2007-04-01,46,Transport layer,world,web,0
2007-05-01,50,Transport layer,world,web,0
2007-06-01,40,Transport layer,world,web,0
2007-07-01,32,Transport layer,world,web,0
2007-08-01,36,Transport layer,world,web,0
2007-09-01,39,Transport layer,world,web,0
2007-10-01,47,Transport layer,world,web,0
2007-11-01,53,Transport layer,world,web,0
2007-12-01,38,Transport layer,world,web,0
2008-01-01,37,Transport layer,world,web,0
2008-02-01,40,Transport layer,world,web,0
2008-03-01,43,Transport layer,world,web,0
2008-04-01,33,Transport layer,world,web,0
2008-05-01,30,Transport layer,world,web,0
2008-06-01,35,Transport layer,world,web,0
2008-07-01,35,Transport layer,world,web,0
2008-08-01,28,Transport layer,world,web,0
2008-09-01,40,Transport layer,world,web,0
2008-10-01,40,Transport layer,world,web,0
2008-11-01,40,Transport layer,world,web,0
2008-12-01,35,Transport layer,world,web,0
2009-01-01,35,Transport layer,world,web,0
2009-02-01,38,Transport layer,world,web,0
2009-03-01,44,Transport layer,world,web,0
2009-04-01,44,Transport layer,world,web,0
2009-05-01,40,Transport layer,world,web,0
2009-06-01,26,Transport layer,world,web,0
2009-07-01,36,Transport layer,world,web,0
2009-08-01,34,Transport layer,world,web,0
2009-09-01,35,Transport layer,world,web,0
2009-10-01,43,Transport layer,world,web,0
2009-11-01,38,Transport layer,world,web,0
2009-12-01,37,Transport layer,world,web,0
2010-01-01,36,Transport layer,world,web,0
2010-02-01,41,Transport layer,world,web,0
2010-03-01,41,Transport layer,world,web,0
2010-04-01,46,Transport layer,world,web,0
2010-05-01,41,Transport layer,world,web,0
2010-06-01,29,Transport layer,world,web,0
2010-07-01,24,Transport layer,world,web,0
2010-08-01,31,Transport layer,world,web,0
2010-09-01,36,Transport layer,world,web,0
2010-10-01,41,Transport layer,world,web,0
2010-11-01,36,Transport layer,world,web,0
2010-12-01,35,Transport layer,world,web,0
2011-01-01,33,Transport layer,world,web,0
2011-02-01,40,Transport layer,world,web,0
2011-03-01,40,Transport layer,world,web,0
2011-04-01,39,Transport layer,world,web,0
2011-05-01,38,Transport layer,world,web,0
2011-06-01,33,Transport layer,world,web,0
2011-07-01,29,Transport layer,world,web,0
2011-08-01,30,Transport layer,world,web,0
2011-09-01,37,Transport layer,world,web,0
2011-10-01,37,Transport layer,world,web,0
2011-11-01,41,Transport layer,world,web,0
2011-12-01,32,Transport layer,world,web,0
2012-01-01,33,Transport layer,world,web,0
2012-02-01,41,Transport layer,world,web,0
2012-03-01,45,Transport layer,world,web,0
2012-04-01,35,Transport layer,world,web,0
2012-05-01,37,Transport layer,world,web,0
2012-06-01,31,Transport layer,world,web,0
2012-07-01,28,Transport layer,world,web,0
2012-08-01,25,Transport layer,world,web,0
2012-09-01,38,Transport layer,world,web,0
2012-10-01,46,Transport layer,world,web,0
2012-11-01,42,Transport layer,world,web,0
2012-12-01,33,Transport layer,world,web,0
2013-01-01,30,Transport layer,world,web,0
2013-02-01,37,Transport layer,world,web,0
2013-03-01,41,Transport layer,world,web,0
2013-04-01,45,Transport layer,world,web,0
2013-05-01,38,Transport layer,world,web,0
2013-06-01,30,Transport layer,world,web,0
2013-07-01,31,Transport layer,world,web,0
2013-08-01,24,Transport layer,world,web,0
2013-09-01,34,Transport layer,world,web,0
2013-10-01,42,Transport layer,world,web,0
2013-11-01,38,Transport layer,world,web,0
2013-12-01,28,Transport layer,world,web,0
2014-01-01,30,Transport layer,world,web,0
2014-02-01,35,Transport layer,world,web,0
2014-03-01,35,Transport layer,world,web,0
2014-04-01,40,Transport layer,world,web,0
2014-05-01,33,Transport layer,world,web,0
2014-06-01,32,Transport layer,world,web,0
2014-07-01,24,Transport layer,world,web,0
2014-08-01,30,Transport layer,world,web,0
2014-09-01,37,Transport layer,world,web,0
2014-10-01,37,Transport layer,world,web,0
2014-11-01,41,Transport layer,world,web,0
2014-12-01,30,Transport layer,world,web,0
2015-01-01,34,Transport layer,world,web,0
2015-02-01,37,Transport layer,world,web,0
2015-03-01,38,Transport layer,world,web,0
2015-04-01,42,Transport layer,world,web,0
2015-05-01,34,Transport layer,world,web,0
2015-06-01,30,Transport layer,world,web,0
2015-07-01,24,Transport layer,world,web,0
2015-08-01,26,Transport layer,world,web,0
2015-09-01,36,Transport layer,world,web,0
2015-10-01,40,Transport layer,world,web,0
2015-11-01,42,Transport layer,world,web,0
2015-12-01,32,Transport layer,world,web,0
2016-01-01,27,Transport layer,world,web,0
2016-02-01,36,Transport layer,world,web,0
2016-03-01,37,Transport layer,world,web,0
2016-04-01,40,Transport layer,world,web,0
2016-05-01,34,Transport layer,world,web,0
2016-06-01,29,Transport layer,world,web,0
2016-07-01,22,Transport layer,world,web,0
2016-08-01,24,Transport layer,world,web,0
2016-09-01,31,Transport layer,world,web,0
2016-10-01,36,Transport layer,world,web,0
2016-11-01,39,Transport layer,world,web,0
2016-12-01,30,Transport layer,world,web,0
2017-01-01,32,Transport layer,world,web,0
2017-02-01,38,Transport layer,world,web,0
2017-03-01,38,Transport layer,world,web,0
2017-04-01,41,Transport layer,world,web,0
2017-05-01,36,Transport layer,world,web,0
2017-06-01,27,Transport layer,world,web,0
2017-07-01,23,Transport layer,world,web,0
2017-08-01,28,Transport layer,world,web,0
2017-09-01,34,Transport layer,world,web,0
2017-10-01,40,Transport layer,world,web,0
2017-11-01,44,Transport layer,world,web,0
2017-12-01,31,Transport layer,world,web,0
2018-01-01,27,Transport layer,world,web,0
2018-02-01,34,Transport layer,world,web,0
2018-03-01,39,Transport layer,world,web,0
2018-04-01,43,Transport layer,world,web,0
2018-05-01,38,Transport layer,world,web,0
2018-06-01,27,Transport layer,world,web,0
2018-07-01,25,Transport layer,world,web,0
2018-08-01,27,Transport layer,world,web,0
2018-09-01,36,Transport layer,world,web,0
2018-10-01,41,Transport layer,world,web,0
2018-11-01,32,Transport layer,world,web,0
2004-01-01,0,Mobile data offloading,world,web,0
2004-02-01,0,Mobile data offloading,world,web,0
2004-03-01,0,Mobile data offloading,world,web,0
2004-04-01,0,Mobile data offloading,world,web,0
2004-05-01,0,Mobile data offloading,world,web,0
2004-06-01,0,Mobile data offloading,world,web,0
2004-07-01,0,Mobile data offloading,world,web,0
2004-08-01,0,Mobile data offloading,world,web,0
2004-09-01,0,Mobile data offloading,world,web,0
2004-10-01,0,Mobile data offloading,world,web,0
2004-11-01,0,Mobile data offloading,world,web,0
2004-12-01,0,Mobile data offloading,world,web,0
2005-01-01,0,Mobile data offloading,world,web,0
2005-02-01,0,Mobile data offloading,world,web,0
2005-03-01,0,Mobile data offloading,world,web,0
2005-04-01,0,Mobile data offloading,world,web,0
2005-05-01,0,Mobile data offloading,world,web,0
2005-06-01,0,Mobile data offloading,world,web,0
2005-07-01,0,Mobile data offloading,world,web,0
2005-08-01,0,Mobile data offloading,world,web,0
2005-09-01,0,Mobile data offloading,world,web,0
2005-10-01,0,Mobile data offloading,world,web,0
2005-11-01,0,Mobile data offloading,world,web,0
2005-12-01,0,Mobile data offloading,world,web,0
2006-01-01,0,Mobile data offloading,world,web,0
2006-02-01,0,Mobile data offloading,world,web,0
2006-03-01,0,Mobile data offloading,world,web,0
2006-04-01,0,Mobile data offloading,world,web,0
2006-05-01,0,Mobile data offloading,world,web,0
2006-06-01,0,Mobile data offloading,world,web,0
2006-07-01,0,Mobile data offloading,world,web,0
2006-08-01,0,Mobile data offloading,world,web,0
2006-09-01,0,Mobile data offloading,world,web,0
2006-10-01,0,Mobile data offloading,world,web,0
2006-11-01,0,Mobile data offloading,world,web,0
2006-12-01,0,Mobile data offloading,world,web,0
2007-01-01,0,Mobile data offloading,world,web,0
2007-02-01,0,Mobile data offloading,world,web,0
2007-03-01,0,Mobile data offloading,world,web,0
2007-04-01,0,Mobile data offloading,world,web,0
2007-05-01,0,Mobile data offloading,world,web,0
2007-06-01,0,Mobile data offloading,world,web,0
2007-07-01,0,Mobile data offloading,world,web,0
2007-08-01,0,Mobile data offloading,world,web,0
2007-09-01,0,Mobile data offloading,world,web,0
2007-10-01,0,Mobile data offloading,world,web,0
2007-11-01,0,Mobile data offloading,world,web,0
2007-12-01,0,Mobile data offloading,world,web,0
2008-01-01,0,Mobile data offloading,world,web,0
2008-02-01,0,Mobile data offloading,world,web,0
2008-03-01,0,Mobile data offloading,world,web,0
2008-04-01,0,Mobile data offloading,world,web,0
2008-05-01,0,Mobile data offloading,world,web,0
2008-06-01,0,Mobile data offloading,world,web,0
2008-07-01,0,Mobile data offloading,world,web,0
2008-08-01,0,Mobile data offloading,world,web,0
2008-09-01,0,Mobile data offloading,world,web,0
2008-10-01,0,Mobile data offloading,world,web,0
2008-11-01,0,Mobile data offloading,world,web,0
2008-12-01,0,Mobile data offloading,world,web,0
2009-01-01,0,Mobile data offloading,world,web,0
2009-02-01,0,Mobile data offloading,world,web,0
2009-03-01,0,Mobile data offloading,world,web,0
2009-04-01,0,Mobile data offloading,world,web,0
2009-05-01,0,Mobile data offloading,world,web,0
2009-06-01,74,Mobile data offloading,world,web,0
2009-07-01,0,Mobile data offloading,world,web,0
2009-08-01,0,Mobile data offloading,world,web,0
2009-09-01,0,Mobile data offloading,world,web,0
2009-10-01,0,Mobile data offloading,world,web,0
2009-11-01,0,Mobile data offloading,world,web,0
2009-12-01,0,Mobile data offloading,world,web,0
2010-01-01,0,Mobile data offloading,world,web,0
2010-02-01,0,Mobile data offloading,world,web,0
2010-03-01,0,Mobile data offloading,world,web,0
2010-04-01,0,Mobile data offloading,world,web,0
2010-05-01,59,Mobile data offloading,world,web,0
2010-06-01,59,Mobile data offloading,world,web,0
2010-07-01,0,Mobile data offloading,world,web,0
2010-08-01,0,Mobile data offloading,world,web,0
2010-09-01,0,Mobile data offloading,world,web,0
2010-10-01,49,Mobile data offloading,world,web,0
2010-11-01,48,Mobile data offloading,world,web,0
2010-12-01,49,Mobile data offloading,world,web,0
2011-01-01,45,Mobile data offloading,world,web,0
2011-02-01,47,Mobile data offloading,world,web,0
2011-03-01,64,Mobile data offloading,world,web,0
2011-04-01,45,Mobile data offloading,world,web,0
2011-05-01,0,Mobile data offloading,world,web,0
2011-06-01,66,Mobile data offloading,world,web,0
2011-07-01,0,Mobile data offloading,world,web,0
2011-08-01,41,Mobile data offloading,world,web,0
2011-09-01,40,Mobile data offloading,world,web,0
2011-10-01,94,Mobile data offloading,world,web,0
2011-11-01,38,Mobile data offloading,world,web,0
2011-12-01,38,Mobile data offloading,world,web,0
2012-01-01,52,Mobile data offloading,world,web,0
2012-02-01,53,Mobile data offloading,world,web,0
2012-03-01,34,Mobile data offloading,world,web,0
2012-04-01,70,Mobile data offloading,world,web,0
2012-05-01,66,Mobile data offloading,world,web,0
2012-06-01,68,Mobile data offloading,world,web,0
2012-07-01,67,Mobile data offloading,world,web,0
2012-08-01,66,Mobile data offloading,world,web,0
2012-09-01,66,Mobile data offloading,world,web,0
2012-10-01,75,Mobile data offloading,world,web,0
2012-11-01,61,Mobile data offloading,world,web,0
2012-12-01,91,Mobile data offloading,world,web,0
2013-01-01,55,Mobile data offloading,world,web,0
2013-02-01,45,Mobile data offloading,world,web,0
2013-03-01,54,Mobile data offloading,world,web,0
2013-04-01,41,Mobile data offloading,world,web,0
2013-05-01,79,Mobile data offloading,world,web,0
2013-06-01,68,Mobile data offloading,world,web,0
2013-07-01,54,Mobile data offloading,world,web,0
2013-08-01,53,Mobile data offloading,world,web,0
2013-09-01,0,Mobile data offloading,world,web,0
2013-10-01,50,Mobile data offloading,world,web,0
2013-11-01,38,Mobile data offloading,world,web,0
2013-12-01,50,Mobile data offloading,world,web,0
2014-01-01,59,Mobile data offloading,world,web,0
2014-02-01,77,Mobile data offloading,world,web,0
2014-03-01,34,Mobile data offloading,world,web,0
2014-04-01,36,Mobile data offloading,world,web,0
2014-05-01,72,Mobile data offloading,world,web,0
2014-06-01,93,Mobile data offloading,world,web,0
2014-07-01,66,Mobile data offloading,world,web,0
2014-08-01,0,Mobile data offloading,world,web,0
2014-09-01,100,Mobile data offloading,world,web,0
2014-10-01,83,Mobile data offloading,world,web,0
2014-11-01,73,Mobile data offloading,world,web,0
2014-12-01,48,Mobile data offloading,world,web,0
2015-01-01,90,Mobile data offloading,world,web,0
2015-02-01,49,Mobile data offloading,world,web,0
2015-03-01,55,Mobile data offloading,world,web,0
2015-04-01,46,Mobile data offloading,world,web,0
2015-05-01,44,Mobile data offloading,world,web,0
2015-06-01,45,Mobile data offloading,world,web,0
2015-07-01,22,Mobile data offloading,world,web,0
2015-08-01,0,Mobile data offloading,world,web,0
2015-09-01,21,Mobile data offloading,world,web,0
2015-10-01,61,Mobile data offloading,world,web,0
2015-11-01,52,Mobile data offloading,world,web,0
2015-12-01,42,Mobile data offloading,world,web,0
2016-01-01,75,Mobile data offloading,world,web,0
2016-02-01,34,Mobile data offloading,world,web,0
2016-03-01,42,Mobile data offloading,world,web,0
2016-04-01,54,Mobile data offloading,world,web,0
2016-05-01,43,Mobile data offloading,world,web,0
2016-06-01,22,Mobile data offloading,world,web,0
2016-07-01,45,Mobile data offloading,world,web,0
2016-08-01,46,Mobile data offloading,world,web,0
2016-09-01,23,Mobile data offloading,world,web,0
2016-10-01,75,Mobile data offloading,world,web,0
2016-11-01,21,Mobile data offloading,world,web,0
2016-12-01,53,Mobile data offloading,world,web,0
2017-01-01,60,Mobile data offloading,world,web,0
2017-02-01,54,Mobile data offloading,world,web,0
2017-03-01,19,Mobile data offloading,world,web,0
2017-04-01,21,Mobile data offloading,world,web,0
2017-05-01,40,Mobile data offloading,world,web,0
2017-06-01,53,Mobile data offloading,world,web,0
2017-07-01,42,Mobile data offloading,world,web,0
2017-08-01,20,Mobile data offloading,world,web,0
2017-09-01,21,Mobile data offloading,world,web,0
2017-10-01,58,Mobile data offloading,world,web,0
2017-11-01,20,Mobile data offloading,world,web,0
2017-12-01,20,Mobile data offloading,world,web,0
2018-01-01,55,Mobile data offloading,world,web,0
2018-02-01,41,Mobile data offloading,world,web,0
2018-03-01,18,Mobile data offloading,world,web,0
2018-04-01,0,Mobile data offloading,world,web,0
2018-05-01,28,Mobile data offloading,world,web,0
2018-06-01,19,Mobile data offloading,world,web,0
2018-07-01,37,Mobile data offloading,world,web,0
2018-08-01,18,Mobile data offloading,world,web,0
2018-09-01,38,Mobile data offloading,world,web,0
2018-10-01,18,Mobile data offloading,world,web,0
2018-11-01,95,Mobile data offloading,world,web,0
2004-01-01,20,Chatbot,world,web,0
2004-02-01,23,Chatbot,world,web,0
2004-03-01,20,Chatbot,world,web,0
2004-04-01,19,Chatbot,world,web,0
2004-05-01,22,Chatbot,world,web,0
2004-06-01,22,Chatbot,world,web,0
2004-07-01,26,Chatbot,world,web,0
2004-08-01,22,Chatbot,world,web,0
2004-09-01,32,Chatbot,world,web,0
2004-10-01,27,Chatbot,world,web,0
2004-11-01,22,Chatbot,world,web,0
2004-12-01,27,Chatbot,world,web,0
2005-01-01,23,Chatbot,world,web,0
2005-02-01,21,Chatbot,world,web,0
2005-03-01,18,Chatbot,world,web,0
2005-04-01,22,Chatbot,world,web,0
2005-05-01,35,Chatbot,world,web,0
2005-06-01,25,Chatbot,world,web,0
2005-07-01,32,Chatbot,world,web,0
2005-08-01,20,Chatbot,world,web,0
2005-09-01,26,Chatbot,world,web,0
2005-10-01,29,Chatbot,world,web,0
2005-11-01,22,Chatbot,world,web,0
2005-12-01,23,Chatbot,world,web,0
2006-01-01,25,Chatbot,world,web,0
2006-02-01,29,Chatbot,world,web,0
2006-03-01,25,Chatbot,world,web,0
2006-04-01,22,Chatbot,world,web,0
2006-05-01,17,Chatbot,world,web,0
2006-06-01,22,Chatbot,world,web,0
2006-07-01,23,Chatbot,world,web,0
2006-08-01,19,Chatbot,world,web,0
2006-09-01,31,Chatbot,world,web,0
2006-10-01,16,Chatbot,world,web,0
2006-11-01,17,Chatbot,world,web,0
2006-12-01,21,Chatbot,world,web,0
2007-01-01,18,Chatbot,world,web,0
2007-02-01,20,Chatbot,world,web,0
2007-03-01,14,Chatbot,world,web,0
2007-04-01,20,Chatbot,world,web,0
2007-05-01,21,Chatbot,world,web,0
2007-06-01,16,Chatbot,world,web,0
2007-07-01,20,Chatbot,world,web,0
2007-08-01,14,Chatbot,world,web,0
2007-09-01,13,Chatbot,world,web,0
2007-10-01,15,Chatbot,world,web,0
2007-11-01,16,Chatbot,world,web,0
2007-12-01,17,Chatbot,world,web,0
2008-01-01,12,Chatbot,world,web,0
2008-02-01,13,Chatbot,world,web,0
2008-03-01,15,Chatbot,world,web,0
2008-04-01,12,Chatbot,world,web,0
2008-05-01,14,Chatbot,world,web,0
2008-06-01,12,Chatbot,world,web,0
2008-07-01,12,Chatbot,world,web,0
2008-08-01,14,Chatbot,world,web,0
