date,hits,keyword,geo,gprop,category
2012-02-01,61,GOST,world,web,0
2012-03-01,55,GOST,world,web,0
2012-04-01,46,GOST,world,web,0
2012-05-01,43,GOST,world,web,0
2012-06-01,46,GOST,world,web,0
2012-07-01,42,GOST,world,web,0
2012-08-01,41,GOST,world,web,0
2012-09-01,40,GOST,world,web,0
2012-10-01,41,GOST,world,web,0
2012-11-01,40,GOST,world,web,0
2012-12-01,38,GOST,world,web,0
2013-01-01,39,GOST,world,web,0
2013-02-01,38,GOST,world,web,0
2013-03-01,39,GOST,world,web,0
2013-04-01,37,GOST,world,web,0
2013-05-01,39,GOST,world,web,0
2013-06-01,40,GOST,world,web,0
2013-07-01,37,GOST,world,web,0
2013-08-01,37,GOST,world,web,0
2013-09-01,38,GOST,world,web,0
2013-10-01,46,GOST,world,web,0
2013-11-01,52,GOST,world,web,0
2013-12-01,44,GOST,world,web,0
2014-01-01,41,GOST,world,web,0
2014-02-01,40,GOST,world,web,0
2014-03-01,40,GOST,world,web,0
2014-04-01,42,GOST,world,web,0
2014-05-01,42,GOST,world,web,0
2014-06-01,42,GOST,world,web,0
2014-07-01,41,GOST,world,web,0
2014-08-01,39,GOST,world,web,0
2014-09-01,40,GOST,world,web,0
2014-10-01,45,GOST,world,web,0
2014-11-01,42,GOST,world,web,0
2014-12-01,42,GOST,world,web,0
2015-01-01,40,GOST,world,web,0
2015-02-01,42,GOST,world,web,0
2015-03-01,39,GOST,world,web,0
2015-04-01,43,GOST,world,web,0
2015-05-01,42,GOST,world,web,0
2015-06-01,40,GOST,world,web,0
2015-07-01,42,GOST,world,web,0
2015-08-01,42,GOST,world,web,0
2015-09-01,44,GOST,world,web,0
2015-10-01,46,GOST,world,web,0
2015-11-01,42,GOST,world,web,0
2015-12-01,42,GOST,world,web,0
2016-01-01,41,GOST,world,web,0
2016-02-01,42,GOST,world,web,0
2016-03-01,44,GOST,world,web,0
2016-04-01,44,GOST,world,web,0
2016-05-01,45,GOST,world,web,0
2016-06-01,46,GOST,world,web,0
2016-07-01,47,GOST,world,web,0
2016-08-01,47,GOST,world,web,0
2016-09-01,48,GOST,world,web,0
2016-10-01,54,GOST,world,web,0
2016-11-01,49,GOST,world,web,0
2016-12-01,49,GOST,world,web,0
2017-01-01,44,GOST,world,web,0
2017-02-01,46,GOST,world,web,0
2017-03-01,52,GOST,world,web,0
2017-04-01,59,GOST,world,web,0
2017-05-01,51,GOST,world,web,0
2017-06-01,47,GOST,world,web,0
2017-07-01,48,GOST,world,web,0
2017-08-01,45,GOST,world,web,0
2017-09-01,38,GOST,world,web,0
2017-10-01,43,GOST,world,web,0
2017-11-01,37,GOST,world,web,0
2017-12-01,38,GOST,world,web,0
2018-01-01,36,GOST,world,web,0
2018-02-01,37,GOST,world,web,0
2018-03-01,39,GOST,world,web,0
2018-04-01,38,GOST,world,web,0
2018-05-01,38,GOST,world,web,0
2018-06-01,38,GOST,world,web,0
2018-07-01,35,GOST,world,web,0
2018-08-01,36,GOST,world,web,0
2018-09-01,35,GOST,world,web,0
2018-10-01,38,GOST,world,web,0
2018-11-01,43,GOST,world,web,0
2004-01-01,81,Virtual device,world,web,0
2004-02-01,95,Virtual device,world,web,0
2004-03-01,94,Virtual device,world,web,0
2004-04-01,96,Virtual device,world,web,0
2004-05-01,91,Virtual device,world,web,0
2004-06-01,81,Virtual device,world,web,0
2004-07-01,91,Virtual device,world,web,0
2004-08-01,94,Virtual device,world,web,0
2004-09-01,83,Virtual device,world,web,0
2004-10-01,67,Virtual device,world,web,0
2004-11-01,72,Virtual device,world,web,0
2004-12-01,62,Virtual device,world,web,0
2005-01-01,85,Virtual device,world,web,0
2005-02-01,65,Virtual device,world,web,0
2005-03-01,91,Virtual device,world,web,0
2005-04-01,100,Virtual device,world,web,0
2005-05-01,67,Virtual device,world,web,0
2005-06-01,65,Virtual device,world,web,0
2005-07-01,57,Virtual device,world,web,0
2005-08-01,56,Virtual device,world,web,0
2005-09-01,67,Virtual device,world,web,0
2005-10-01,60,Virtual device,world,web,0
2005-11-01,53,Virtual device,world,web,0
2005-12-01,53,Virtual device,world,web,0
2006-01-01,63,Virtual device,world,web,0
2006-02-01,65,Virtual device,world,web,0
2006-03-01,62,Virtual device,world,web,0
2006-04-01,61,Virtual device,world,web,0
2006-05-01,53,Virtual device,world,web,0
2006-06-01,51,Virtual device,world,web,0
2006-07-01,43,Virtual device,world,web,0
2006-08-01,52,Virtual device,world,web,0
2006-09-01,49,Virtual device,world,web,0
2006-10-01,44,Virtual device,world,web,0
2006-11-01,58,Virtual device,world,web,0
2006-12-01,56,Virtual device,world,web,0
2007-01-01,57,Virtual device,world,web,0
2007-02-01,68,Virtual device,world,web,0
2007-03-01,59,Virtual device,world,web,0
2007-04-01,57,Virtual device,world,web,0
2007-05-01,57,Virtual device,world,web,0
2007-06-01,58,Virtual device,world,web,0
2007-07-01,63,Virtual device,world,web,0
2007-08-01,63,Virtual device,world,web,0
2007-09-01,60,Virtual device,world,web,0
2007-10-01,51,Virtual device,world,web,0
2007-11-01,55,Virtual device,world,web,0
2007-12-01,59,Virtual device,world,web,0
2008-01-01,59,Virtual device,world,web,0
2008-02-01,67,Virtual device,world,web,0
2008-03-01,57,Virtual device,world,web,0
2008-04-01,53,Virtual device,world,web,0
2008-05-01,52,Virtual device,world,web,0
2008-06-01,46,Virtual device,world,web,0
2008-07-01,55,Virtual device,world,web,0
2008-08-01,59,Virtual device,world,web,0
2008-09-01,53,Virtual device,world,web,0
2008-10-01,47,Virtual device,world,web,0
2008-11-01,51,Virtual device,world,web,0
2008-12-01,53,Virtual device,world,web,0
2009-01-01,58,Virtual device,world,web,0
2009-02-01,57,Virtual device,world,web,0
2009-03-01,58,Virtual device,world,web,0
2009-04-01,59,Virtual device,world,web,0
2009-05-01,61,Virtual device,world,web,0
2009-06-01,58,Virtual device,world,web,0
2009-07-01,56,Virtual device,world,web,0
2009-08-01,57,Virtual device,world,web,0
2009-09-01,54,Virtual device,world,web,0
2009-10-01,73,Virtual device,world,web,0
2009-11-01,68,Virtual device,world,web,0
2009-12-01,63,Virtual device,world,web,0
2010-01-01,58,Virtual device,world,web,0
2010-02-01,68,Virtual device,world,web,0
2010-03-01,56,Virtual device,world,web,0
2010-04-01,62,Virtual device,world,web,0
2010-05-01,59,Virtual device,world,web,0
2010-06-01,60,Virtual device,world,web,0
2010-07-01,60,Virtual device,world,web,0
2010-08-01,60,Virtual device,world,web,0
2010-09-01,53,Virtual device,world,web,0
2010-10-01,60,Virtual device,world,web,0
2010-11-01,57,Virtual device,world,web,0
2010-12-01,53,Virtual device,world,web,0
2011-01-01,56,Virtual device,world,web,0
2011-02-01,60,Virtual device,world,web,0
2011-03-01,60,Virtual device,world,web,0
2011-04-01,52,Virtual device,world,web,0
2011-05-01,54,Virtual device,world,web,0
2011-06-01,53,Virtual device,world,web,0
2011-07-01,53,Virtual device,world,web,0
2011-08-01,60,Virtual device,world,web,0
2011-09-01,57,Virtual device,world,web,0
2011-10-01,59,Virtual device,world,web,0
2011-11-01,59,Virtual device,world,web,0
2011-12-01,55,Virtual device,world,web,0
2012-01-01,59,Virtual device,world,web,0
2012-02-01,58,Virtual device,world,web,0
2012-03-01,55,Virtual device,world,web,0
2012-04-01,57,Virtual device,world,web,0
2012-05-01,57,Virtual device,world,web,0
2012-06-01,59,Virtual device,world,web,0
2012-07-01,61,Virtual device,world,web,0
2012-08-01,59,Virtual device,world,web,0
2012-09-01,62,Virtual device,world,web,0
2012-10-01,60,Virtual device,world,web,0
2012-11-01,60,Virtual device,world,web,0
2012-12-01,61,Virtual device,world,web,0
2013-01-01,62,Virtual device,world,web,0
2013-02-01,60,Virtual device,world,web,0
2013-03-01,61,Virtual device,world,web,0
2013-04-01,60,Virtual device,world,web,0
2013-05-01,56,Virtual device,world,web,0
2013-06-01,54,Virtual device,world,web,0
2013-07-01,57,Virtual device,world,web,0
2013-08-01,59,Virtual device,world,web,0
2013-09-01,62,Virtual device,world,web,0
2013-10-01,70,Virtual device,world,web,0
2013-11-01,72,Virtual device,world,web,0
2013-12-01,66,Virtual device,world,web,0
2014-01-01,68,Virtual device,world,web,0
2014-02-01,70,Virtual device,world,web,0
2014-03-01,75,Virtual device,world,web,0
2014-04-01,70,Virtual device,world,web,0
2014-05-01,65,Virtual device,world,web,0
2014-06-01,66,Virtual device,world,web,0
2014-07-01,70,Virtual device,world,web,0
2014-08-01,73,Virtual device,world,web,0
2014-09-01,72,Virtual device,world,web,0
2014-10-01,71,Virtual device,world,web,0
2014-11-01,68,Virtual device,world,web,0
2014-12-01,69,Virtual device,world,web,0
2015-01-01,67,Virtual device,world,web,0
2015-02-01,64,Virtual device,world,web,0
2015-03-01,63,Virtual device,world,web,0
2015-04-01,64,Virtual device,world,web,0
2015-05-01,55,Virtual device,world,web,0
2015-06-01,61,Virtual device,world,web,0
2015-07-01,60,Virtual device,world,web,0
2015-08-01,57,Virtual device,world,web,0
2015-09-01,60,Virtual device,world,web,0
2015-10-01,59,Virtual device,world,web,0
2015-11-01,56,Virtual device,world,web,0
2015-12-01,56,Virtual device,world,web,0
2016-01-01,50,Virtual device,world,web,0
2016-02-01,51,Virtual device,world,web,0
2016-03-01,53,Virtual device,world,web,0
2016-04-01,52,Virtual device,world,web,0
2016-05-01,51,Virtual device,world,web,0
2016-06-01,49,Virtual device,world,web,0
2016-07-01,45,Virtual device,world,web,0
2016-08-01,42,Virtual device,world,web,0
2016-09-01,46,Virtual device,world,web,0
2016-10-01,45,Virtual device,world,web,0
2016-11-01,45,Virtual device,world,web,0
2016-12-01,45,Virtual device,world,web,0
2017-01-01,45,Virtual device,world,web,0
2017-02-01,48,Virtual device,world,web,0
2017-03-01,50,Virtual device,world,web,0
2017-04-01,45,Virtual device,world,web,0
2017-05-01,40,Virtual device,world,web,0
2017-06-01,37,Virtual device,world,web,0
2017-07-01,37,Virtual device,world,web,0
2017-08-01,36,Virtual device,world,web,0
2017-09-01,38,Virtual device,world,web,0
2017-10-01,39,Virtual device,world,web,0
2017-11-01,43,Virtual device,world,web,0
2017-12-01,40,Virtual device,world,web,0
2018-01-01,42,Virtual device,world,web,0
2018-02-01,40,Virtual device,world,web,0
2018-03-01,39,Virtual device,world,web,0
2018-04-01,37,Virtual device,world,web,0
2018-05-01,34,Virtual device,world,web,0
2018-06-01,33,Virtual device,world,web,0
2018-07-01,30,Virtual device,world,web,0
2018-08-01,31,Virtual device,world,web,0
2018-09-01,33,Virtual device,world,web,0
2018-10-01,33,Virtual device,world,web,0
2018-11-01,30,Virtual device,world,web,0
2004-01-01,0,Network function virtualization,world,web,0
2004-02-01,0,Network function virtualization,world,web,0
2004-03-01,0,Network function virtualization,world,web,0
2004-04-01,0,Network function virtualization,world,web,0
2004-05-01,0,Network function virtualization,world,web,0
2004-06-01,0,Network function virtualization,world,web,0
2004-07-01,0,Network function virtualization,world,web,0
2004-08-01,0,Network function virtualization,world,web,0
2004-09-01,0,Network function virtualization,world,web,0
2004-10-01,0,Network function virtualization,world,web,0
2004-11-01,0,Network function virtualization,world,web,0
2004-12-01,0,Network function virtualization,world,web,0
2005-01-01,0,Network function virtualization,world,web,0
2005-02-01,0,Network function virtualization,world,web,0
2005-03-01,0,Network function virtualization,world,web,0
2005-04-01,0,Network function virtualization,world,web,0
2005-05-01,0,Network function virtualization,world,web,0
2005-06-01,0,Network function virtualization,world,web,0
2005-07-01,0,Network function virtualization,world,web,0
2005-08-01,0,Network function virtualization,world,web,0
2005-09-01,0,Network function virtualization,world,web,0
2005-10-01,0,Network function virtualization,world,web,0
2005-11-01,0,Network function virtualization,world,web,0
2005-12-01,0,Network function virtualization,world,web,0
2006-01-01,0,Network function virtualization,world,web,0
2006-02-01,0,Network function virtualization,world,web,0
2006-03-01,0,Network function virtualization,world,web,0
2006-04-01,0,Network function virtualization,world,web,0
2006-05-01,0,Network function virtualization,world,web,0
2006-06-01,0,Network function virtualization,world,web,0
2006-07-01,0,Network function virtualization,world,web,0
2006-08-01,0,Network function virtualization,world,web,0
2006-09-01,0,Network function virtualization,world,web,0
2006-10-01,0,Network function virtualization,world,web,0
2006-11-01,0,Network function virtualization,world,web,0
2006-12-01,0,Network function virtualization,world,web,0
2007-01-01,0,Network function virtualization,world,web,0
2007-02-01,0,Network function virtualization,world,web,0
2007-03-01,0,Network function virtualization,world,web,0
2007-04-01,0,Network function virtualization,world,web,0
2007-05-01,0,Network function virtualization,world,web,0
2007-06-01,0,Network function virtualization,world,web,0
2007-07-01,0,Network function virtualization,world,web,0
2007-08-01,0,Network function virtualization,world,web,0
2007-09-01,0,Network function virtualization,world,web,0
2007-10-01,0,Network function virtualization,world,web,0
2007-11-01,0,Network function virtualization,world,web,0
2007-12-01,0,Network function virtualization,world,web,0
2008-01-01,0,Network function virtualization,world,web,0
2008-02-01,0,Network function virtualization,world,web,0
2008-03-01,0,Network function virtualization,world,web,0
2008-04-01,0,Network function virtualization,world,web,0
2008-05-01,0,Network function virtualization,world,web,0
2008-06-01,0,Network function virtualization,world,web,0
2008-07-01,22,Network function virtualization,world,web,0
2008-08-01,0,Network function virtualization,world,web,0
2008-09-01,0,Network function virtualization,world,web,0
2008-10-01,0,Network function virtualization,world,web,0
2008-11-01,0,Network function virtualization,world,web,0
2008-12-01,0,Network function virtualization,world,web,0
2009-01-01,0,Network function virtualization,world,web,0
2009-02-01,0,Network function virtualization,world,web,0
2009-03-01,0,Network function virtualization,world,web,0
2009-04-01,0,Network function virtualization,world,web,0
2009-05-01,0,Network function virtualization,world,web,0
2009-06-01,0,Network function virtualization,world,web,0
2009-07-01,0,Network function virtualization,world,web,0
2009-08-01,0,Network function virtualization,world,web,0
2009-09-01,0,Network function virtualization,world,web,0
2009-10-01,0,Network function virtualization,world,web,0
2009-11-01,0,Network function virtualization,world,web,0
2009-12-01,0,Network function virtualization,world,web,0
2010-01-01,0,Network function virtualization,world,web,0
2010-02-01,0,Network function virtualization,world,web,0
2010-03-01,0,Network function virtualization,world,web,0
2010-04-01,0,Network function virtualization,world,web,0
2010-05-01,0,Network function virtualization,world,web,0
2010-06-01,0,Network function virtualization,world,web,0
2010-07-01,0,Network function virtualization,world,web,0
2010-08-01,0,Network function virtualization,world,web,0
2010-09-01,11,Network function virtualization,world,web,0
2010-10-01,11,Network function virtualization,world,web,0
2010-11-01,0,Network function virtualization,world,web,0
2010-12-01,0,Network function virtualization,world,web,0
2011-01-01,0,Network function virtualization,world,web,0
2011-02-01,0,Network function virtualization,world,web,0
2011-03-01,0,Network function virtualization,world,web,0
2011-04-01,0,Network function virtualization,world,web,0
2011-05-01,0,Network function virtualization,world,web,0
2011-06-01,9,Network function virtualization,world,web,0
2011-07-01,0,Network function virtualization,world,web,0
2011-08-01,0,Network function virtualization,world,web,0
2011-09-01,0,Network function virtualization,world,web,0
2011-10-01,0,Network function virtualization,world,web,0
2011-11-01,0,Network function virtualization,world,web,0
2011-12-01,8,Network function virtualization,world,web,0
2012-01-01,7,Network function virtualization,world,web,0
2012-02-01,8,Network function virtualization,world,web,0
2012-03-01,0,Network function virtualization,world,web,0
2012-04-01,0,Network function virtualization,world,web,0
2012-05-01,7,Network function virtualization,world,web,0
2012-06-01,0,Network function virtualization,world,web,0
2012-07-01,7,Network function virtualization,world,web,0
2012-08-01,0,Network function virtualization,world,web,0
2012-09-01,0,Network function virtualization,world,web,0
2012-10-01,6,Network function virtualization,world,web,0
2012-11-01,26,Network function virtualization,world,web,0
2012-12-01,10,Network function virtualization,world,web,0
2013-01-01,15,Network function virtualization,world,web,0
2013-02-01,19,Network function virtualization,world,web,0
2013-03-01,26,Network function virtualization,world,web,0
2013-04-01,29,Network function virtualization,world,web,0
2013-05-01,28,Network function virtualization,world,web,0
2013-06-01,32,Network function virtualization,world,web,0
2013-07-01,26,Network function virtualization,world,web,0
2013-08-01,37,Network function virtualization,world,web,0
2013-09-01,42,Network function virtualization,world,web,0
2013-10-01,37,Network function virtualization,world,web,0
2013-11-01,63,Network function virtualization,world,web,0
2013-12-01,41,Network function virtualization,world,web,0
2014-01-01,33,Network function virtualization,world,web,0
2014-02-01,58,Network function virtualization,world,web,0
2014-03-01,47,Network function virtualization,world,web,0
2014-04-01,62,Network function virtualization,world,web,0
2014-05-01,41,Network function virtualization,world,web,0
2014-06-01,69,Network function virtualization,world,web,0
2014-07-01,56,Network function virtualization,world,web,0
2014-08-01,57,Network function virtualization,world,web,0
2014-09-01,86,Network function virtualization,world,web,0
2014-10-01,85,Network function virtualization,world,web,0
2014-11-01,50,Network function virtualization,world,web,0
2014-12-01,57,Network function virtualization,world,web,0
2015-01-01,61,Network function virtualization,world,web,0
2015-02-01,66,Network function virtualization,world,web,0
2015-03-01,76,Network function virtualization,world,web,0
2015-04-01,64,Network function virtualization,world,web,0
2015-05-01,100,Network function virtualization,world,web,0
2015-06-01,92,Network function virtualization,world,web,0
2015-07-01,50,Network function virtualization,world,web,0
2015-08-01,80,Network function virtualization,world,web,0
2015-09-01,55,Network function virtualization,world,web,0
2015-10-01,79,Network function virtualization,world,web,0
2015-11-01,75,Network function virtualization,world,web,0
2015-12-01,95,Network function virtualization,world,web,0
2016-01-01,56,Network function virtualization,world,web,0
2016-02-01,85,Network function virtualization,world,web,0
2016-03-01,72,Network function virtualization,world,web,0
2016-04-01,70,Network function virtualization,world,web,0
2016-05-01,76,Network function virtualization,world,web,0
2016-06-01,65,Network function virtualization,world,web,0
2016-07-01,49,Network function virtualization,world,web,0
2016-08-01,70,Network function virtualization,world,web,0
2016-09-01,66,Network function virtualization,world,web,0
2016-10-01,56,Network function virtualization,world,web,0
2016-11-01,67,Network function virtualization,world,web,0
2016-12-01,43,Network function virtualization,world,web,0
2017-01-01,59,Network function virtualization,world,web,0
2017-02-01,58,Network function virtualization,world,web,0
2017-03-01,72,Network function virtualization,world,web,0
2017-04-01,62,Network function virtualization,world,web,0
2017-05-01,46,Network function virtualization,world,web,0
2017-06-01,74,Network function virtualization,world,web,0
2017-07-01,84,Network function virtualization,world,web,0
2017-08-01,59,Network function virtualization,world,web,0
2017-09-01,78,Network function virtualization,world,web,0
2017-10-01,74,Network function virtualization,world,web,0
2017-11-01,66,Network function virtualization,world,web,0
2017-12-01,47,Network function virtualization,world,web,0
2018-01-01,46,Network function virtualization,world,web,0
2018-02-01,60,Network function virtualization,world,web,0
2018-03-01,70,Network function virtualization,world,web,0
2018-04-01,66,Network function virtualization,world,web,0
2018-05-01,58,Network function virtualization,world,web,0
2018-06-01,62,Network function virtualization,world,web,0
2018-07-01,50,Network function virtualization,world,web,0
2018-08-01,36,Network function virtualization,world,web,0
2018-09-01,69,Network function virtualization,world,web,0
2018-10-01,52,Network function virtualization,world,web,0
2018-11-01,51,Network function virtualization,world,web,0
2004-01-01,64,Apple Inc.,world,web,0
2004-02-01,76,Apple Inc.,world,web,0
2004-03-01,88,Apple Inc.,world,web,0
2004-04-01,45,Apple Inc.,world,web,0
2004-05-01,52,Apple Inc.,world,web,0
2004-06-01,56,Apple Inc.,world,web,0
2004-07-01,37,Apple Inc.,world,web,0
2004-08-01,65,Apple Inc.,world,web,0
2004-09-01,50,Apple Inc.,world,web,0
2004-10-01,45,Apple Inc.,world,web,0
2004-11-01,54,Apple Inc.,world,web,0
2004-12-01,47,Apple Inc.,world,web,0
2005-01-01,47,Apple Inc.,world,web,0
2005-02-01,60,Apple Inc.,world,web,0
2005-03-01,69,Apple Inc.,world,web,0
2005-04-01,47,Apple Inc.,world,web,0
2005-05-01,56,Apple Inc.,world,web,0
2005-06-01,68,Apple Inc.,world,web,0
2005-07-01,58,Apple Inc.,world,web,0
2005-08-01,38,Apple Inc.,world,web,0
2005-09-01,67,Apple Inc.,world,web,0
2005-10-01,98,Apple Inc.,world,web,0
2005-11-01,55,Apple Inc.,world,web,0
2005-12-01,43,Apple Inc.,world,web,0
2006-01-01,66,Apple Inc.,world,web,0
2006-02-01,49,Apple Inc.,world,web,0
2006-03-01,65,Apple Inc.,world,web,0
2006-04-01,69,Apple Inc.,world,web,0
2006-05-01,40,Apple Inc.,world,web,0
2006-06-01,47,Apple Inc.,world,web,0
2006-07-01,48,Apple Inc.,world,web,0
2006-08-01,42,Apple Inc.,world,web,0
2006-09-01,61,Apple Inc.,world,web,0
2006-10-01,57,Apple Inc.,world,web,0
2006-11-01,42,Apple Inc.,world,web,0
2006-12-01,49,Apple Inc.,world,web,0
2007-01-01,94,Apple Inc.,world,web,0
2007-02-01,83,Apple Inc.,world,web,0
2007-03-01,80,Apple Inc.,world,web,0
2007-04-01,100,Apple Inc.,world,web,0
2007-05-01,70,Apple Inc.,world,web,0
2007-06-01,82,Apple Inc.,world,web,0
2007-07-01,73,Apple Inc.,world,web,0
2007-08-01,62,Apple Inc.,world,web,0
2007-09-01,92,Apple Inc.,world,web,0
2007-10-01,100,Apple Inc.,world,web,0
2007-11-01,95,Apple Inc.,world,web,0
2007-12-01,93,Apple Inc.,world,web,0
2008-01-01,90,Apple Inc.,world,web,0
2008-02-01,94,Apple Inc.,world,web,0
2008-03-01,85,Apple Inc.,world,web,0
2008-04-01,93,Apple Inc.,world,web,0
2008-05-01,81,Apple Inc.,world,web,0
2008-06-01,65,Apple Inc.,world,web,0
2008-07-01,62,Apple Inc.,world,web,0
2008-08-01,59,Apple Inc.,world,web,0
2008-09-01,76,Apple Inc.,world,web,0
2008-10-01,78,Apple Inc.,world,web,0
2008-11-01,83,Apple Inc.,world,web,0
2008-12-01,63,Apple Inc.,world,web,0
2009-01-01,68,Apple Inc.,world,web,0
2009-02-01,58,Apple Inc.,world,web,0
2009-03-01,72,Apple Inc.,world,web,0
2009-04-01,94,Apple Inc.,world,web,0
2009-05-01,60,Apple Inc.,world,web,0
2009-06-01,72,Apple Inc.,world,web,0
2009-07-01,60,Apple Inc.,world,web,0
2009-08-01,53,Apple Inc.,world,web,0
2009-09-01,63,Apple Inc.,world,web,0
2009-10-01,72,Apple Inc.,world,web,0
2009-11-01,78,Apple Inc.,world,web,0
2009-12-01,62,Apple Inc.,world,web,0
2010-01-01,55,Apple Inc.,world,web,0
2010-02-01,56,Apple Inc.,world,web,0
2010-03-01,59,Apple Inc.,world,web,0
2010-04-01,67,Apple Inc.,world,web,0
2010-05-01,59,Apple Inc.,world,web,0
2010-06-01,46,Apple Inc.,world,web,0
2010-07-01,42,Apple Inc.,world,web,0
2010-08-01,44,Apple Inc.,world,web,0
2010-09-01,51,Apple Inc.,world,web,0
2010-10-01,66,Apple Inc.,world,web,0
2010-11-01,69,Apple Inc.,world,web,0
2010-12-01,50,Apple Inc.,world,web,0
2011-01-01,56,Apple Inc.,world,web,0
2011-02-01,59,Apple Inc.,world,web,0
2011-03-01,58,Apple Inc.,world,web,0
2011-04-01,56,Apple Inc.,world,web,0
2011-05-01,52,Apple Inc.,world,web,0
2011-06-01,43,Apple Inc.,world,web,0
2011-07-01,45,Apple Inc.,world,web,0
2011-08-01,52,Apple Inc.,world,web,0
2011-09-01,45,Apple Inc.,world,web,0
2011-10-01,80,Apple Inc.,world,web,0
2011-11-01,59,Apple Inc.,world,web,0
2011-12-01,55,Apple Inc.,world,web,0
2012-01-01,44,Apple Inc.,world,web,0
2012-02-01,52,Apple Inc.,world,web,0
2012-03-01,58,Apple Inc.,world,web,0
2012-04-01,56,Apple Inc.,world,web,0
2012-05-01,42,Apple Inc.,world,web,0
2012-06-01,43,Apple Inc.,world,web,0
2012-07-01,37,Apple Inc.,world,web,0
2012-08-01,47,Apple Inc.,world,web,0
2012-09-01,54,Apple Inc.,world,web,0
2012-10-01,55,Apple Inc.,world,web,0
2012-11-01,49,Apple Inc.,world,web,0
2012-12-01,29,Apple Inc.,world,web,0
2013-01-01,40,Apple Inc.,world,web,0
2013-02-01,42,Apple Inc.,world,web,0
2013-03-01,34,Apple Inc.,world,web,0
2013-04-01,40,Apple Inc.,world,web,0
2013-05-01,36,Apple Inc.,world,web,0
2013-06-01,26,Apple Inc.,world,web,0
2013-07-01,29,Apple Inc.,world,web,0
2013-08-01,30,Apple Inc.,world,web,0
2013-09-01,42,Apple Inc.,world,web,0
2013-10-01,39,Apple Inc.,world,web,0
2013-11-01,42,Apple Inc.,world,web,0
2013-12-01,33,Apple Inc.,world,web,0
2014-01-01,32,Apple Inc.,world,web,0
2014-02-01,36,Apple Inc.,world,web,0
2014-03-01,36,Apple Inc.,world,web,0
2014-04-01,32,Apple Inc.,world,web,0
2014-05-01,35,Apple Inc.,world,web,0
2014-06-01,33,Apple Inc.,world,web,0
2014-07-01,27,Apple Inc.,world,web,0
2014-08-01,28,Apple Inc.,world,web,0
2014-09-01,44,Apple Inc.,world,web,0
2014-10-01,39,Apple Inc.,world,web,0
2014-11-01,42,Apple Inc.,world,web,0
2014-12-01,28,Apple Inc.,world,web,0
2015-01-01,29,Apple Inc.,world,web,0
2015-02-01,32,Apple Inc.,world,web,0
2015-03-01,33,Apple Inc.,world,web,0
2015-04-01,37,Apple Inc.,world,web,0
2015-05-01,32,Apple Inc.,world,web,0
2015-06-01,26,Apple Inc.,world,web,0
2015-07-01,39,Apple Inc.,world,web,0
2015-08-01,27,Apple Inc.,world,web,0
2015-09-01,42,Apple Inc.,world,web,0
2015-10-01,37,Apple Inc.,world,web,0
2015-11-01,34,Apple Inc.,world,web,0
2015-12-01,28,Apple Inc.,world,web,0
2016-01-01,31,Apple Inc.,world,web,0
2016-02-01,35,Apple Inc.,world,web,0
2016-03-01,35,Apple Inc.,world,web,0
2016-04-01,35,Apple Inc.,world,web,0
2016-05-01,24,Apple Inc.,world,web,0
2016-06-01,28,Apple Inc.,world,web,0
2016-07-01,24,Apple Inc.,world,web,0
2016-08-01,24,Apple Inc.,world,web,0
2016-09-01,36,Apple Inc.,world,web,0
2016-10-01,29,Apple Inc.,world,web,0
2016-11-01,32,Apple Inc.,world,web,0
2016-12-01,30,Apple Inc.,world,web,0
2017-01-01,27,Apple Inc.,world,web,0
2017-02-01,34,Apple Inc.,world,web,0
2017-03-01,32,Apple Inc.,world,web,0
2017-04-01,34,Apple Inc.,world,web,0
2017-05-01,28,Apple Inc.,world,web,0
2017-06-01,25,Apple Inc.,world,web,0
2017-07-01,26,Apple Inc.,world,web,0
2017-08-01,29,Apple Inc.,world,web,0
2017-09-01,40,Apple Inc.,world,web,0
2017-10-01,33,Apple Inc.,world,web,0
2017-11-01,33,Apple Inc.,world,web,0
2017-12-01,27,Apple Inc.,world,web,0
2018-01-01,28,Apple Inc.,world,web,0
2018-02-01,33,Apple Inc.,world,web,0
2018-03-01,28,Apple Inc.,world,web,0
2018-04-01,30,Apple Inc.,world,web,0
2018-05-01,24,Apple Inc.,world,web,0
2018-06-01,24,Apple Inc.,world,web,0
2018-07-01,21,Apple Inc.,world,web,0
2018-08-01,24,Apple Inc.,world,web,0
2018-09-01,35,Apple Inc.,world,web,0
2018-10-01,28,Apple Inc.,world,web,0
2018-11-01,24,Apple Inc.,world,web,0
2004-01-01,14,Connected car,world,web,0
2004-02-01,9,Connected car,world,web,0
2004-03-01,23,Connected car,world,web,0
2004-04-01,9,Connected car,world,web,0
2004-05-01,16,Connected car,world,web,0
2004-06-01,8,Connected car,world,web,0
2004-07-01,8,Connected car,world,web,0
2004-08-01,15,Connected car,world,web,0
2004-09-01,21,Connected car,world,web,0
2004-10-01,14,Connected car,world,web,0
2004-11-01,7,Connected car,world,web,0
2004-12-01,17,Connected car,world,web,0
2005-01-01,6,Connected car,world,web,0
2005-02-01,15,Connected car,world,web,0
2005-03-01,18,Connected car,world,web,0
2005-04-01,11,Connected car,world,web,0
2005-05-01,10,Connected car,world,web,0
2005-06-01,8,Connected car,world,web,0
2005-07-01,13,Connected car,world,web,0
2005-08-01,15,Connected car,world,web,0
2005-09-01,5,Connected car,world,web,0
